Quarter,Miles,NumTicketsOrdered,AirlineCompany,OriginState,DestState,PricePerTicket,Airport_x,ogCity,og,Airport_y,destCity,dest
2,1120.0,1.0,United Airlines,Florida,Illinois,530.0,Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,862.0,1.0,Spirit Airlines,Texas,Colorado,77.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",Denver International Airport,Denver,"Denver, CO (DEN)"
1,1204.0,1.0,JetBlue Airways,New York,Florida,237.0,Albany International Airport,Albany,"Albany, NY (ALB)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
4,733.0,3.0,Delta Air Lines,New York,Illinois,185.5,LaGuardia Airport,New York,"New York, NY (LGA)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,2288.0,1.0,United Airlines,California,Virginia,657.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
1,600.0,1.0,American Airlines,North Carolina,Florida,183.0,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)"
4,363.0,1.0,United Airlines,California,California,140.5,Ontario International Airport,Ontario,"Ontario, CA (ONT)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
1,937.0,1.0,United Airlines,New Jersey,Florida,95.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
1,1216.0,1.0,Allegiant Air,Nevada,Iowa,100.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Des Moines International Airport,Des Moines,"Des Moines, IA (DSM)"
3,1721.0,1.0,Delta Air Lines,Washington,Illinois,106.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,2378.0,1.0,Alaska Airlines,Washington,Pennsylvania,298.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
4,1072.0,1.0,Allegiant Air,Arizona,South Dakota,229.0,PhoenixCMesa Gateway Airport,Mesa,"Mesa, AZ (AZA)",Sioux Falls Regional Airport,Sioux Falls,"Sioux Falls, SD (FSD)"
4,1066.0,1.0,Southwest Airlines,Wisconsin,Florida,310.5,General Mitchell International Airport,Milwaukee,"Milwaukee, WI (MKE)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,2218.0,2.0,American Airlines,Florida,California,594.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,600.0,3.0,Allegiant Air,Nevada,Oregon,199.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Rogue Valley International-Medford Airport,Medford,"Medford, OR (MFR)"
3,1782.0,2.0,Southwest Airlines,Indiana,California,187.0,Indianapolis International Airport,Indianapolis,"Indianapolis, IN (IND)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
3,2500.0,14.0,United Airlines,California,New Jersey,156.0,Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,992.0,5.0,Southwest Airlines,Florida,Pennsylvania,140.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
2,1749.0,1.0,Delta Air Lines,Nevada,Michigan,561.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
4,516.0,1.0,Delta Air Lines,Virginia,Georgia,272.5,Norfolk International Airport,Norfolk,"Norfolk, VA (ORF)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,1379.0,1.0,American Airlines,Texas,California,394.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
4,2614.0,1.0,Alaska Airlines,Hawaii,California,397.0,Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
4,973.0,2.0,Allegiant Air,Indiana,Florida,149.0,South Bend International Airport,South Bend,"South Bend, IN (SBN)",St. PeteCClearwater International Airport,St. Petersburg / Clearwater,"St. Petersburg / Clearwater, FL (PIE)"
2,1075.0,1.0,Southwest Airlines,Wisconsin,Florida,98.34,General Mitchell International Airport,Milwaukee,"Milwaukee, WI (MKE)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
1,427.0,2.0,JetBlue Airways,New York,North Carolina,177.5,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
3,2537.0,1.0,Alaska Airlines,Oregon,Massachusetts,304.0,Portland International Airport,Portland,"Portland, OR (PDX)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
4,437.0,2.0,Southwest Airlines,Idaho,California,106.0,Boise Airport,Boise,"Boise, ID (BOI)",Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)"
4,406.0,1.0,Southwest Airlines,Georgia,Florida,197.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
3,1091.0,3.0,JetBlue Airways,Florida,Massachusetts,241.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Worcester Regional Airport,Worcester,"Worcester, MA (ORH)"
4,2454.0,1.0,Alaska Airlines,New York,Oregon,259.06,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Portland International Airport,Portland,"Portland, OR (PDX)"
3,4793.0,1.0,United Airlines,Maryland,Hawaii,358.43,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Kahului Airport,"Kahului , Maui","Kahului , Maui, HI (OGG)"
3,1091.0,3.0,JetBlue Airways,Massachusetts,Florida,140.5,Worcester Regional Airport,Worcester,"Worcester, MA (ORH)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,4502.0,1.0,Delta Air Lines,Georgia,Hawaii,836.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)"
2,280.0,5.0,JetBlue Airways,Pennsylvania,Massachusetts,135.5,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
2,937.0,1.0,Southwest Airlines,Illinois,Texas,102.31,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",William P. Hobby Airport,Houston,"Houston, TX (HOU)"
1,718.0,3.0,Southwest Airlines,New Mexico,Missouri,131.0,Albuquerque International Sunport,Albuquerque,"Albuquerque, NM (ABQ)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
4,1136.0,3.0,Southwest Airlines,Rhode Island,Florida,148.5,Theodore Francis Green State Airport,Providence / Warwick,"Providence / Warwick, RI (PVD)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
1,1274.0,1.0,Southwest Airlines,Texas,Ohio,285.0,Valley International Airport,Harlingen,"Harlingen, TX (HRL)",John Glenn Columbus International Airport,Columbus,"Columbus, OH (CMH)"
4,725.0,4.0,Southwest Airlines,Illinois,New York,80.0,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",LaGuardia Airport,New York,"New York, NY (LGA)"
4,925.0,5.0,United Airlines,Illinois,Texas,556.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)"
2,641.0,1.0,American Airlines,Texas,Florida,281.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",DestinCFort Walton Beach Airport / Eglin Air Force Base,Valparaiso,"Valparaiso, FL (VPS)"
3,2378.0,1.0,American Airlines,Washington,Pennsylvania,358.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
1,1452.0,1.0,United Airlines,Colorado,Virginia,186.5,Denver International Airport,Denver,"Denver, CO (DEN)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
1,369.0,1.0,Southwest Airlines,Maryland,Massachusetts,239.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
3,680.0,1.0,Delta Air Lines,Colorado,Minnesota,250.0,Denver International Airport,Denver,"Denver, CO (DEN)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
3,1464.0,2.0,American Airlines,California,Texas,133.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
2,1670.0,2.0,Delta Air Lines,Louisiana,California,174.0,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,920.0,3.0,American Airlines,Pennsylvania,Florida,166.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
2,248.0,1.0,Southwest Airlines,Texas,Texas,257.08,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
4,2288.0,1.0,United Airlines,California,Virginia,562.37,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
3,1033.0,2.0,Southwest Airlines,Florida,New York,114.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Greater Rochester International Airport,Rochester,"Rochester, NY (ROC)"
2,983.0,1.0,Spirit Airlines,Michigan,Florida,127.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
2,599.0,6.0,Alaska Airlines,California,Utah,93.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
4,721.0,1.0,Delta Air Lines,Texas,Georgia,191.5,Dallas Love Field,Dallas,"Dallas, TX (DAL)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,605.0,1.0,Alaska Airlines,California,Washington,108.04,Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
1,997.0,1.0,United Airlines,Florida,New Jersey,134.0,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,1553.0,4.0,Allegiant Air,Kentucky,Arizona,62.5,Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)",PhoenixCMesa Gateway Airport,Mesa,"Mesa, AZ (AZA)"
2,2611.0,5.0,Delta Air Lines,Massachusetts,California,998.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,2402.0,1.0,American Airlines,California,Pennsylvania,227.55,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
1,220.0,1.0,Southwest Airlines,New York,Maryland,233.5,Long Island MacArthur Airport,Islip,"Islip, NY (ISP)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
4,2288.0,1.0,American Airlines,Virginia,California,229.5,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
1,668.0,1.0,Southwest Airlines,Pennsylvania,Illinois,186.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
2,651.0,1.0,Southwest Airlines,Texas,Colorado,186.0,Dallas Love Field,Dallas,"Dallas, TX (DAL)",Denver International Airport,Denver,"Denver, CO (DEN)"
4,1609.0,1.0,United Airlines,California,Texas,220.0,Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)",George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)"
2,214.0,1.0,Delta Air Lines,Georgia,Tennessee,174.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
4,1069.0,5.0,Delta Air Lines,Florida,New York,433.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
2,946.0,1.0,Southwest Airlines,Georgia,Massachusetts,97.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
2,601.0,1.0,Southwest Airlines,Illinois,Virginia,342.0,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
2,1900.0,7.0,Frontier Airlines,California,Kentucky,55.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)"
2,1558.0,1.0,Frontier Airlines,Pennsylvania,Colorado,93.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Denver International Airport,Denver,"Denver, CO (DEN)"
4,1248.0,1.0,Southwest Airlines,Oklahoma,Nevada,281.86,Will Rogers World Airport,Oklahoma City,"Oklahoma City, OK (OKC)",Reno/Tahoe International Airport,Reno,"Reno, NV (RNO)"
2,946.0,2.0,JetBlue Airways,Massachusetts,Georgia,171.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,1034.0,2.0,Southwest Airlines,Florida,New York,141.09,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Long Island MacArthur Airport,Islip,"Islip, NY (ISP)"
4,994.0,5.0,Spirit Airlines,Florida,Pennsylvania,54.5,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)"
2,594.0,1.0,Delta Air Lines,Georgia,Florida,253.27,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Miami International Airport,Miami,"Miami, FL (MIA)"
2,707.0,2.0,Allegiant Air,Kentucky,Florida,117.5,Blue Grass Airport,Lexington,"Lexington, KY (LEX)",St. PeteCClearwater International Airport,St. Petersburg / Clearwater,"St. Petersburg / Clearwater, FL (PIE)"
4,718.0,19.0,JetBlue Airways,Georgia,New York,237.0,Savannah/Hilton Head International Airport,Savannah,"Savannah, GA (SAV)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
1,925.0,15.0,Southwest Airlines,Florida,Maryland,193.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
2,1504.0,1.0,Alaska Airlines,Texas,California,321.5,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
2,606.0,1.0,United Airlines,Georgia,Illinois,208.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
2,588.0,2.0,United Airlines,Illinois,Virginia,222.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
1,496.0,4.0,JetBlue Airways,Pennsylvania,Massachusetts,141.5,Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
3,283.0,2.0,Southwest Airlines,Illinois,Ohio,214.0,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",John Glenn Columbus International Airport,Columbus,"Columbus, OH (CMH)"
1,861.0,5.0,Southwest Airlines,Florida,Pennsylvania,143.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
4,601.0,1.0,Southwest Airlines,Virginia,Illinois,176.5,Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
1,2149.0,6.0,Frontier Airlines,Florida,California,70.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
4,362.0,1.0,Southwest Airlines,California,California,135.0,Ontario International Airport,Ontario,"Ontario, CA (ONT)",Oakland International Airport,Oakland,"Oakland, CA (OAK)"
2,1211.0,2.0,Southwest Airlines,Texas,California,164.5,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
3,1426.0,1.0,Sun Country Airlines,Oregon,Minnesota,198.0,Portland International Airport,Portland,"Portland, OR (PDX)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
1,1671.0,9.0,Delta Air Lines,Michigan,Arizona,133.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,1158.0,1.0,American Airlines,Virginia,Texas,907.49,Richmond International Airport,Richmond,"Richmond, VA (RIC)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
1,1050.0,1.0,Delta Air Lines,California,Washington,215.0,San Diego International Airport,San Diego,"San Diego, CA (SAN)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,1028.0,2.0,JetBlue Airways,Florida,New York,250.65,Palm Beach International Airport,West Palm Beach,"West Palm Beach, FL (PBI)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
4,1171.0,1.0,American Airlines,California,Texas,135.0,San Diego International Airport,San Diego,"San Diego, CA (SAN)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
4,787.0,1.0,United Airlines,Texas,Florida,198.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
1,1250.0,1.0,United Airlines,Illinois,Utah,156.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
1,1440.0,1.0,American Airlines,Arizona,Illinois,279.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,650.0,1.0,American Airlines,Florida,North Carolina,520.0,Miami International Airport,Miami,"Miami, FL (MIA)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
2,692.0,1.0,Delta Air Lines,Georgia,Missouri,103.94,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
1,2116.0,1.0,Delta Air Lines,California,Georgia,357.0,Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,280.0,3.0,JetBlue Airways,Pennsylvania,Massachusetts,116.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
4,1770.0,1.0,Alaska Airlines,Texas,Washington,161.5,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
2,426.0,5.0,Southwest Airlines,Texas,Oklahoma,241.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Tulsa International Airport,Tulsa,"Tulsa, OK (TUL)"
4,528.0,2.0,Allegiant Air,Florida,North Carolina,108.5,St. PeteCClearwater International Airport,St. Petersburg / Clearwater,"St. Petersburg / Clearwater, FL (PIE)",Concord Regional Airport,Concord,"Concord, NC (USA)"
4,692.0,1.0,Delta Air Lines,Georgia,Missouri,122.5,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
4,907.0,3.0,Delta Air Lines,Georgia,Minnesota,351.5,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
2,888.0,1.0,United Airlines,Colorado,Illinois,340.0,Denver International Airport,Denver,"Denver, CO (DEN)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,547.0,1.0,Delta Air Lines,Georgia,Virginia,326.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
3,1034.0,3.0,Frontier Airlines,New York,Florida,104.0,Long Island MacArthur Airport,Islip,"Islip, NY (ISP)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
3,1749.0,5.0,Delta Air Lines,Michigan,Nevada,533.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
1,4243.0,1.0,United Airlines,Hawaii,Illinois,452.5,Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
3,1440.0,1.0,American Airlines,Arizona,Illinois,451.5,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,2704.0,4.0,United Airlines,Massachusetts,California,268.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
1,1044.0,1.0,Southwest Airlines,Missouri,Arizona,355.5,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
2,1055.0,2.0,Spirit Airlines,Texas,Nevada,153.5,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
2,708.0,1.0,United Airlines,Georgia,New Jersey,267.0,Savannah/Hilton Head International Airport,Savannah,"Savannah, GA (SAV)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
4,632.0,2.0,JetBlue Airways,Massachusetts,Michigan,67.5,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
1,836.0,1.0,United Airlines,Washington,Colorado,272.62,Spokane International Airport,Spokane,"Spokane, WA (GEG)",Denver International Airport,Denver,"Denver, CO (DEN)"
3,1506.0,1.0,United Airlines,Florida,Colorado,183.0,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Denver International Airport,Denver,"Denver, CO (DEN)"
2,987.0,1.0,Alaska Airlines,Washington,California,248.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Palm Springs International Airport,Palm Springs,"Palm Springs, CA (PSP)"
3,1979.0,1.0,Delta Air Lines,California,Michigan,162.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
4,2584.0,1.0,United Airlines,Florida,California,190.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
1,1179.0,1.0,JetBlue Airways,Puerto Rico,Florida,97.5,Mercedita International Airport,Ponce,"Ponce, PR (PSE)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
3,373.0,2.0,Frontier Airlines,New Jersey,North Carolina,69.5,Trenton Mercer Airport,Trenton,"Trenton, NJ (TTN)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
1,1345.0,1.0,American Airlines,Nevada,Texas,240.0,Reno/Tahoe International Airport,Reno,"Reno, NV (RNO)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
2,759.0,1.0,American Airlines,Florida,Virginia,280.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
4,1013.0,1.0,American Airlines,Pennsylvania,Florida,171.5,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Miami International Airport,Miami,"Miami, FL (MIA)"
4,2378.0,1.0,American Airlines,Washington,Pennsylvania,736.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
3,595.0,1.0,Allegiant Air,Florida,North Carolina,83.0,St. PeteCClearwater International Airport,St. Petersburg / Clearwater,"St. Petersburg / Clearwater, FL (PIE)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
3,369.0,2.0,Southwest Airlines,California,Arizona,84.5,Bob Hope Airport,Burbank,"Burbank, CA (BUR)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
3,838.0,6.0,Southwest Airlines,California,Oregon,68.0,Ontario International Airport,Ontario,"Ontario, CA (ONT)",Portland International Airport,Portland,"Portland, OR (PDX)"
2,1726.0,2.0,American Airlines,California,Illinois,201.5,John Wayne Airport,Santa Ana,"Santa Ana, CA (SNA)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
