Quarter,Miles,NumTicketsOrdered,AirlineCompany,OriginState,DestState,PricePerTicket,Airport_x,ogCity,og,Airport_y,destCity,dest
4,1095.0,1.0,American Airlines,North Carolina,Texas,266.02,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
4,942.0,2.0,Southwest Airlines,Massachusetts,Tennessee,192.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
2,1749.0,1.0,Delta Air Lines,Nevada,Michigan,363.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
3,668.0,1.0,Southwest Airlines,Pennsylvania,Illinois,207.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
1,1069.0,1.0,JetBlue Airways,Florida,New York,192.37,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
4,806.0,6.0,Southwest Airlines,Nevada,Washington,120.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Spokane International Airport,Spokane,"Spokane, WA (GEG)"
4,1660.0,5.0,American Airlines,Texas,Washington,219.5,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,1491.0,1.0,Spirit Airlines,Maryland,Colorado,64.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Denver International Airport,Denver,"Denver, CO (DEN)"
4,1504.0,2.0,Southwest Airlines,Texas,New Jersey,294.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
3,733.0,1.0,United Airlines,Illinois,New York,457.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",LaGuardia Airport,New York,"New York, NY (LGA)"
2,2527.0,1.0,American Airlines,California,Connecticut,293.93,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Bradley International Airport,Hartford,"Hartford, CT (BDL)"
4,502.0,4.0,Delta Air Lines,Michigan,New York,360.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",LaGuardia Airport,New York,"New York, NY (LGA)"
1,1028.0,2.0,Frontier Airlines,New Jersey,Florida,79.0,Trenton Mercer Airport,Trenton,"Trenton, NJ (TTN)",Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)"
3,200.0,1.0,JetBlue Airways,New Jersey,Massachusetts,169.5,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
3,2409.0,1.0,Alaska Airlines,California,Hawaii,341.0,Oakland International Airport,Oakland,"Oakland, CA (OAK)",Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)"
1,1024.0,1.0,Southwest Airlines,Florida,Michigan,366.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Gerald R. Ford International Airport,Grand Rapids,"Grand Rapids, MI (GRR)"
3,236.0,9.0,American Airlines,California,Nevada,60.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
1,904.0,1.0,Southwest Airlines,North Carolina,Missouri,174.59,Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
3,666.0,3.0,American Airlines,Georgia,Pennsylvania,90.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
3,2454.0,6.0,Alaska Airlines,California,New Jersey,189.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,1442.0,1.0,Southwest Airlines,Missouri,California,297.17,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)"
2,1276.0,1.0,Southwest Airlines,Texas,Pennsylvania,176.0,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)"
4,1174.0,1.0,Delta Air Lines,Florida,Minnesota,264.0,Jacksonville International Airport,Jacksonville,"Jacksonville, FL (JAX)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
2,925.0,3.0,Spirit Airlines,Maryland,Florida,101.5,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
1,1182.0,1.0,JetBlue Airways,Louisiana,New York,239.5,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
4,334.0,1.0,Delta Air Lines,Minnesota,Illinois,250.0,MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
2,1626.0,1.0,Delta Air Lines,New York,Colorado,183.84,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Denver International Airport,Denver,"Denver, CO (DEN)"
3,1096.0,10.0,American Airlines,Florida,New York,254.0,Miami International Airport,Miami,"Miami, FL (MIA)",LaGuardia Airport,New York,"New York, NY (LGA)"
2,1345.0,1.0,Southwest Airlines,Texas,California,87.0,William P. Hobby Airport,Houston,"Houston, TX (HOU)",Ontario International Airport,Ontario,"Ontario, CA (ONT)"
4,2182.0,7.0,Delta Air Lines,Georgia,Washington,328.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
1,550.0,2.0,Virgin America,California,Oregon,77.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Portland International Airport,Portland,"Portland, OR (PDX)"
3,502.0,4.0,Delta Air Lines,Michigan,New York,232.5,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",LaGuardia Airport,New York,"New York, NY (LGA)"
4,1452.0,2.0,United Airlines,Virginia,Colorado,190.0,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",Denver International Airport,Denver,"Denver, CO (DEN)"
4,1103.0,1.0,American Airlines,Texas,Florida,120.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Miami International Airport,Miami,"Miami, FL (MIA)"
2,948.0,6.0,Frontier Airlines,Colorado,California,59.0,Denver International Airport,Denver,"Denver, CO (DEN)",Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)"
3,549.0,1.0,Delta Air Lines,Connecticut,Michigan,210.0,Bradley International Airport,Hartford,"Hartford, CT (BDL)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
2,1092.0,3.0,Southwest Airlines,Florida,New York,124.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Long Island MacArthur Airport,Islip,"Islip, NY (ISP)"
2,2465.0,1.0,JetBlue Airways,New York,California,346.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Long Beach Airport,Long Beach,"Long Beach, CA (LGB)"
4,1797.0,1.0,American Airlines,California,Tennessee,273.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
4,1444.0,1.0,Southwest Airlines,Illinois,Arizona,213.17,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
2,628.0,1.0,United Airlines,Nevada,Colorado,75.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Denver International Airport,Denver,"Denver, CO (DEN)"
2,534.0,1.0,United Airlines,Virginia,Georgia,181.0,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,535.0,1.0,Allegiant Air,Florida,Tennessee,64.5,Orlando Sanford International Airport,Orlando / Sanford,"Orlando / Sanford, FL (SFB)",Tri-Cities Regional Airport,Bristol / Johnson City / Kingsport,"Bristol / Johnson City / Kingsport, TN (TRI)"
3,1188.0,1.0,American Airlines,California,Texas,318.0,Ontario International Airport,Ontario,"Ontario, CA (ONT)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
2,1814.0,3.0,American Airlines,Pennsylvania,Arizona,167.0,Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,985.0,4.0,American Airlines,Texas,Florida,378.5,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
1,1197.0,1.0,American Airlines,Florida,Illinois,97.62,Miami International Airport,Miami,"Miami, FL (MIA)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,550.0,1.0,United Airlines,California,Oregon,183.5,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Portland International Airport,Portland,"Portland, OR (PDX)"
1,4983.0,1.0,Hawaiian Airlines,New York,Hawaii,348.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)"
4,2311.0,1.0,Alaska Airlines,California,Virginia,168.84,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
4,1276.0,1.0,American Airlines,Arizona,Minnesota,244.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
4,2036.0,2.0,Delta Air Lines,Kentucky,California,194.5,Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
4,1362.0,1.0,United Airlines,Texas,Virginia,186.5,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
4,2267.0,1.0,American Airlines,California,Florida,441.5,San Diego International Airport,San Diego,"San Diego, CA (SAN)",Miami International Airport,Miami,"Miami, FL (MIA)"
2,925.0,1.0,United Airlines,Illinois,Texas,157.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)"
1,529.0,7.0,American Airlines,North Carolina,New Jersey,169.5,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,1334.0,3.0,Allegiant Air,Florida,New York,93.5,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Plattsburgh International Airport,Plattsburgh,"Plattsburgh, NY (PBG)"
2,326.0,6.0,United Airlines,California,California,62.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Bob Hope Airport,Burbank,"Burbank, CA (BUR)"
4,204.0,1.0,American Airlines,Florida,Florida,324.0,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Miami International Airport,Miami,"Miami, FL (MIA)"
4,1055.0,12.0,Sun Country Airlines,Nevada,Texas,53.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
2,272.0,13.0,Southwest Airlines,Missouri,Tennessee,303.5,St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
3,1969.0,1.0,United Airlines,Tennessee,California,278.0,Nashville International Airport,Nashville,"Nashville, TN (BNA)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
4,2086.0,2.0,Alaska Airlines,Washington,Louisiana,156.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)"
3,337.0,1.0,Southwest Airlines,Maryland,Ohio,142.5,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",John Glenn Columbus International Airport,Columbus,"Columbus, OH (CMH)"
4,746.0,1.0,United Airlines,New Jersey,Georgia,303.5,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
1,1048.0,2.0,Allegiant Air,North Dakota,Nevada,52.0,Bismarck Municipal Airport,Bismarck,"Bismarck, ND (BIS)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,2026.0,4.0,Frontier Airlines,Nevada,North Carolina,68.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
3,562.0,2.0,Southwest Airlines,Texas,Texas,263.5,El Paso International Airport,El Paso,"El Paso, TX (ELP)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
1,2398.0,10.0,Hawaiian Airlines,California,Hawaii,330.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)"
4,1303.0,5.0,Spirit Airlines,Texas,California,129.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
4,606.0,4.0,Delta Air Lines,Illinois,Georgia,210.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
1,2227.0,1.0,United Airlines,Nevada,New Jersey,211.46,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,758.0,1.0,United Airlines,Virginia,Florida,53.0,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
1,417.0,1.0,Southwest Airlines,California,California,108.5,Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
2,776.0,3.0,United Airlines,California,Colorado,244.0,Palm Springs International Airport,Palm Springs,"Palm Springs, CA (PSP)",Denver International Airport,Denver,"Denver, CO (DEN)"
3,481.0,1.0,Delta Air Lines,Georgia,Virginia,227.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Richmond International Airport,Richmond,"Richmond, VA (RIC)"
3,1212.0,1.0,American Airlines,Texas,Virginia,359.5,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Norfolk International Airport,Norfolk,"Norfolk, VA (ORF)"
1,996.0,2.0,Allegiant Air,New York,Florida,79.0,Niagara Falls International Airport,Niagara Falls,"Niagara Falls, NY (IAG)",Orlando Sanford International Airport,Orlando / Sanford,"Orlando / Sanford, FL (SFB)"
3,196.0,2.0,JetBlue Airways,New York,Massachusetts,86.5,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Barnstable Municipal Airport,Hyannis,"Hyannis, MA (HYA)"
4,1188.0,2.0,JetBlue Airways,Rhode Island,Florida,158.5,Theodore Francis Green State Airport,Providence / Warwick,"Providence / Warwick, RI (PVD)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
4,2311.0,1.0,American Airlines,California,Virginia,293.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
3,569.0,1.0,American Airlines,Texas,New Mexico,297.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Albuquerque International Sunport,Albuquerque,"Albuquerque, NM (ABQ)"
3,1499.0,2.0,United Airlines,California,Missouri,187.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
1,406.0,1.0,American Airlines,Pennsylvania,Ohio,258.5,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",John Glenn Columbus International Airport,Columbus,"Columbus, OH (CMH)"
4,1105.0,1.0,JetBlue Airways,Florida,Texas,186.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)"
1,404.0,1.0,Delta Air Lines,Georgia,Florida,222.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,2565.0,1.0,United Airlines,New Jersey,California,303.49,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
3,1476.0,7.0,Southwest Airlines,California,Texas,142.5,Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)",Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)"
3,563.0,1.0,Southwest Airlines,Colorado,Texas,187.29,Denver International Airport,Denver,"Denver, CO (DEN)",El Paso International Airport,El Paso,"El Paso, TX (ELP)"
1,811.0,1.0,Allegiant Air,Nevada,Montana,87.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Great Falls International Airport,Great Falls,"Great Falls, MT (GTF)"
2,1035.0,1.0,Allegiant Air,New York,Florida,171.0,Elmira/Corning Regional Airport,Elmira / Corning,"Elmira / Corning, NY (ELM)",St. PeteCClearwater International Airport,St. Petersburg / Clearwater,"St. Petersburg / Clearwater, FL (PIE)"
1,1036.0,2.0,Southwest Airlines,Illinois,Texas,204.5,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
1,2354.0,1.0,Alaska Airlines,Washington,North Carolina,224.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
