Quarter,Miles,NumTicketsOrdered,AirlineCompany,PricePerTicket,OriginState,DestState,log_miles,log_price
4,408.0,1.0,Delta Air Lines (DL),462.94,Michigan,Minnesota,6.0112671744041615,6.137597456055943
2,1299.0,1.0,Delta Air Lines (DL),225.0,Nevada,Minnesota,7.1693500166706,5.41610040220442
1,868.0,2.0,American Airlines (AA),177.0,Arizona,Texas,6.7661917146603505,5.176149732573829
3,1067.0,4.0,American Airlines (AA),227.5,Texas,Pennsylvania,6.9726062513017535,5.427150238391005
4,2087.0,10.0,Southwest Airlines (WN),237.0,California,Florida,7.643482907077201,5.4680601411351315
4,1773.0,1.0,American Airlines (AA),205.31,Arizona,North Carolina,7.480428306074208,5.324521032044673
4,362.0,1.0,Southwest Airlines (WN),135.0,California,California,5.8916442118257715,4.90527477843843
1,829.0,2.0,Southwest Airlines (WN),88.0,Ohio,Florida,6.720220155135295,4.477336814478207
4,1865.0,11.0,Frontier Airlines (F9),134.0,Kentucky,California,7.5310163320779155,4.897839799950911
2,1090.0,1.0,Southwest Airlines (WN),221.52,Texas,Nevada,6.993932975223189,5.400512878862706
3,1105.0,2.0,JetBlue Airways (B6),295.0,Texas,Florida,7.007600613951853,5.68697535633982
2,1670.0,1.0,Delta Air Lines (DL),250.0,California,Louisiana,7.4205789054108005,5.521460917862246
3,1010.0,2.0,Delta Air Lines (DL),111.0,Florida,New York,6.917705609835305,4.709530201312334
4,945.0,1.0,Southwest Airlines (WN),210.0,Florida,Indiana,6.851184927493743,5.3471075307174685
4,448.0,3.0,Southwest Airlines (WN),182.5,Minnesota,Missouri,6.104793232414985,5.206750173022546
3,591.0,4.0,Southwest Airlines (WN),104.0,Georgia,Illinois,6.3818160174060985,4.6443908991413725
3,627.0,3.0,Frontier Airlines (F9),64.0,North Dakota,Colorado,6.440946540632921,4.1588830833596715
3,2297.0,2.0,United Airlines (UA),294.0,Nevada,Connecticut,7.739359202689098,5.683579767338681
4,2288.0,1.0,United Airlines (UA),562.37,California,Virginia,7.7354333524996886,6.332159996257176
3,2306.0,2.0,United Airlines (UA),295.5,Virginia,Washington,7.743269700829004,5.688668836846153
3,91.0,2.0,JetBlue Airways (B6),193.0,Massachusetts,Massachusetts,4.51085950651685,5.262690188904886
3,1067.0,15.0,Southwest Airlines (WN),73.0,Nevada,Texas,6.9726062513017535,4.290459441148391
2,696.0,2.0,Delta Air Lines (DL),253.0,Texas,Georgia,6.54534966033442,5.53338948872752
3,1175.0,4.0,Delta Air Lines (DL),259.0,Minnesota,Washington,7.069023426578259,5.556828061699537
2,1121.0,1.0,American Airlines (AA),406.0,Texas,Florida,7.02197642307216,6.0063531596017325
2,2300.0,1.0,JetBlue Airways (B6),326.0,Massachusetts,Arizona,7.7406644019172415,5.786897381366708
2,806.0,1.0,Southwest Airlines (WN),172.0,Nevada,Washington,6.692083742506628,5.147494476813453
1,1024.0,1.0,Southwest Airlines (WN),366.5,Florida,Michigan,6.931471805599453,5.903998521326706
1,696.0,3.0,Alaska Airlines (AS),191.0,California,Washington,6.54534966033442,5.25227342804663
1,1035.0,16.0,Delta Air Lines (DL),149.0,New York,Florida,6.942156705699469,5.003946305945459
3,994.0,1.0,Southwest Airlines (WN),96.36,Texas,Florida,6.901737206656574,4.568091177746671
2,967.0,14.0,United Airlines (UA),133.0,California,Colorado,6.874198495453294,4.890349128221754
4,679.0,1.0,Alaska Airlines (AS),97.5,Washington,California,6.520621127558696,4.579852378003801
3,666.0,3.0,American Airlines (AA),90.0,Georgia,Pennsylvania,6.501289670540389,4.499809670330265
4,1916.0,1.0,Southwest Airlines (WN),158.81,North Carolina,Nevada,7.557994958530806,5.067708519122555
1,204.0,3.0,American Airlines (AA),161.5,Florida,Florida,5.318119993844216,5.084505142662711
2,2537.0,2.0,Alaska Airlines (AS),278.5,Oregon,Massachusetts,7.838737559599282,5.629418059367339
4,738.0,3.0,Southwest Airlines (WN),177.5,New York,Wisconsin,6.6039438246004725,5.178970608915471
4,1764.0,1.0,Southwest Airlines (WN),221.61,Massachusetts,Texas,7.475339236566737,5.400919080208756
4,1161.0,1.0,Southwest Airlines (WN),147.49,New Mexico,Indiana,7.057036981697891,4.993760376871411
2,1927.0,1.0,Delta Air Lines (DL),239.0,Michigan,Washington,7.563719668414366,5.476463551931511
4,1041.0,1.0,Allegiant Air (G4),55.0,Florida,Pennsylvania,6.947937068614969,4.007333185232471
4,1620.0,1.0,Southwest Airlines (WN),166.0,Colorado,New York,7.3901814282264295,5.111987788356544
3,930.0,1.0,Southwest Airlines (WN),213.5,Florida,Ohio,6.835184586147301,5.363636832668679
4,1303.0,1.0,Spirit Airlines (NK),115.0,Texas,California,7.172424577124845,4.74493212836325
3,2065.0,1.0,United Airlines (UA),183.0,Nevada,Virginia,7.632885505395133,5.209486152841421
4,502.0,2.0,Delta Air Lines (DL),337.5,Michigan,New York,6.218600119691729,5.821565510312585
1,674.0,6.0,Spirit Airlines (NK),164.0,Louisiana,Florida,6.513230110912307,5.099866427824199
4,1091.0,1.0,JetBlue Airways (B6),281.5,Massachusetts,Florida,6.994849985833071,5.640132447579745
1,2173.0,1.0,Southwest Airlines (WN),360.0,Nevada,Florida,7.6838639802564295,5.886104031450156
2,954.0,1.0,Alaska Airlines (AS),176.0,Washington,California,6.860663671448287,5.170483995038151
3,2404.0,2.0,Alaska Airlines (AS),303.0,Hawaii,California,7.784889295655098,5.713732805509369
4,698.0,1.0,Allegiant Air (G4),64.0,Kentucky,Florida,6.548219102762372,4.1588830833596715
2,1979.0,1.0,Southwest Airlines (WN),186.0,Arizona,Virginia,7.590346945602565,5.225746673713202
4,417.0,1.0,Southwest Airlines (WN),92.0,California,California,6.0330862217988015,4.5217885770490405
2,937.0,5.0,United Airlines (UA),192.0,Florida,New Jersey,6.842683282238422,5.2574953720277815
3,2454.0,1.0,United Airlines (UA),436.78,California,New Jersey,7.805474625270857,6.079429635836626
4,1319.0,1.0,Allegiant Air (G4),228.0,Iowa,Nevada,7.1846291527173145,5.429345628954441
1,950.0,1.0,Delta Air Lines (DL),402.5,Florida,New York,6.856461984594587,5.997695096858618
1,993.0,1.0,American Airlines (AA),175.0,Missouri,North Carolina,6.900730664045173,5.1647859739235145
3,1680.0,8.0,Southwest Airlines (WN),190.0,Nevada,Illinois,7.426549072397305,5.247024072160486
3,1694.0,2.0,Delta Air Lines (DL),181.5,Wisconsin,Washington,7.434847875211999,5.201255653704905
1,2442.0,1.0,United Airlines (UA),979.0,Virginia,California,7.80057265467065,6.88653164253051
4,2554.0,1.0,Alaska Airlines (AS),372.0,Washington,Florida,7.845416036592485,5.918893854273146
4,1608.0,1.0,JetBlue Airways (B6),118.0,Puerto Rico,New Jersey,7.382746449738912,4.770684624465665
2,1978.0,1.0,Alaska Airlines (AS),476.5,Washington,Tennessee,7.589841512182657,6.166467723094256
2,1506.0,2.0,Frontier Airlines (F9),79.5,Florida,Colorado,7.317212408359839,4.375757021660286
4,988.0,1.0,Southwest Airlines (WN),122.71,Texas,California,6.895682697747868,4.809823847988456
4,444.0,1.0,JetBlue Airways (B6),155.0,South Carolina,Virginia,6.095824562432225,5.043425116919247
3,714.0,1.0,Delta Air Lines (DL),175.28,Pennsylvania,Georgia,6.570882962339584,5.166384695287211
2,448.0,1.0,Southwest Airlines (WN),205.0,Ohio,Tennessee,6.104793232414985,5.3230099791384085
1,853.0,1.0,Delta Air Lines (DL),391.03,Georgia,New York,6.748759547491679,5.968784283384761
1,2446.0,1.0,Delta Air Lines (DL),272.5,California,New York,7.802209316247118,5.607638614103299
1,1024.0,2.0,Delta Air Lines (DL),98.0,Colorado,Washington,6.931471805599453,4.584967478670572
1,867.0,1.0,United Airlines (UA),233.5,Illinois,Massachusetts,6.7650389767805414,5.453182077108952
2,1211.0,1.0,Southwest Airlines (WN),178.5,Texas,California,7.099201743553092,5.184588601219693
1,977.0,1.0,United Airlines (UA),433.0,Texas,Illinois,6.884486652042782,6.07073772800249
1,594.0,1.0,Delta Air Lines (DL),342.0,Georgia,Florida,6.386879319362645,5.834810737062605
1,2677.0,1.0,Delta Air Lines (DL),405.5,Washington,Hawaii,7.892452043520352,6.005120873555468
3,708.0,1.0,Alaska Airlines (AS),234.0,Alaska,Alaska,6.56244409369372,5.455321115357702
3,569.0,3.0,Southwest Airlines (WN),138.5,California,Oregon,6.343880434126331,4.930870325627393
2,1430.0,1.0,American Airlines (AA),201.5,Pennsylvania,Texas,7.265429723253953,5.305789381386738
4,802.0,17.0,United Airlines (UA),165.0,Illinois,Texas,6.687108607866515,5.10594547390058
2,1508.0,1.0,Allegiant Air (G4),192.0,Florida,North Dakota,7.318539548567902,5.2574953720277815
2,1313.0,1.0,Southwest Airlines (WN),270.0,Texas,California,7.180069874302796,5.598421958998375
2,375.0,1.0,Allegiant Air (G4),91.0,Nevada,California,5.926926025970411,4.51085950651685
1,1142.0,2.0,Southwest Airlines (WN),176.92,New Hampshire,Florida,7.040536390215956,5.1756976530001255
4,259.0,2.0,Delta Air Lines (DL),492.0,South Carolina,Georgia,5.556828061699537,6.198478716492308
2,622.0,2.0,United Airlines (UA),156.0,Illinois,Maryland,6.432940092739179,5.049856007249537
4,731.0,7.0,Delta Air Lines (DL),145.0,Georgia,Texas,6.594413459749778,4.976733742420574
2,896.0,1.0,Frontier Airlines (F9),90.0,Florida,New Jersey,6.79794041297493,4.499809670330265
4,643.0,1.0,Allegiant Air (G4),126.0,North Carolina,Florida,6.466144724237619,4.836281906951478
1,399.0,5.0,American Airlines (AA),127.5,Virginia,Massachusetts,5.988961416889864,4.848116364598481
4,554.0,1.0,Southwest Airlines (WN),327.72,Missouri,Pennsylvania,6.317164686747284,5.792159585273614
2,813.0,4.0,Frontier Airlines (F9),64.0,Texas,Georgia,6.70073110954781,4.1588830833596715
4,529.0,1.0,United Airlines (UA),180.0,North Carolina,New Jersey,6.270988431858299,5.19295685089021
3,1747.0,1.0,Delta Air Lines (DL),224.5,Georgia,Nevada,7.465655310134056,5.413875707182309
4,1299.0,6.0,Allegiant Air (G4),91.0,Maine,Florida,7.1693500166706,4.51085950651685
2,1310.0,1.0,Delta Air Lines (DL),245.5,Minnesota,Florida,7.177782416195197,5.503296947234575
3,1065.0,16.0,United Airlines (UA),101.0,Florida,New Jersey,6.970730078143525,4.61512051684126
3,1243.0,13.0,Allegiant Air (G4),82.5,Nevada,Louisiana,7.1252830915107115,4.412798293340635
4,1368.0,1.0,JetBlue Airways (B6),287.0,Massachusetts,Louisiana,7.221105098182496,5.659482215759621
4,1605.0,1.0,United Airlines (UA),380.0,Colorado,New Jersey,7.380879035564116,5.940171252720432
4,1931.0,1.0,Delta Air Lines (DL),236.5,Utah,Florida,7.565793282428515,5.465948207931988
1,1147.0,1.0,Southwest Airlines (WN),280.87,Florida,Michigan,7.044905117129371,5.637891928833916
1,872.0,1.0,American Airlines (AA),247.0,Texas,Arizona,6.77078942390898,5.5093883366279774
4,2295.0,2.0,Southwest Airlines (WN),245.5,Maryland,California,7.738488122494646,5.503296947234575
1,129.0,1.0,Delta Air Lines (DL),212.5,Washington,Oregon,4.859812404361672,5.358941988364472
1,1185.0,2.0,Delta Air Lines (DL),145.59,Florida,Massachusetts,7.077498053569231,4.9807944520852345
4,843.0,5.0,American Airlines (AA),231.0,Texas,Arizona,6.736966958001855,5.442417710521793
2,802.0,1.0,American Airlines (AA),399.0,Illinois,Texas,6.687108607866515,5.988961416889864
4,404.0,3.0,Southwest Airlines (WN),65.0,Florida,Georgia,6.0014148779611505,4.174387269895637
2,2378.0,1.0,Alaska Airlines (AS),585.0,Washington,Pennsylvania,7.774015077250727,6.371611847231857
3,967.0,5.0,United Airlines (UA),203.0,California,Colorado,6.874198495453294,5.313205979041787
3,925.0,2.0,Spirit Airlines (NK),74.0,Texas,Illinois,6.829793737512425,4.30406509320417
2,4502.0,1.0,Delta Air Lines (DL),765.0,Georgia,Hawaii,8.412277021466677,6.639875833826536
3,991.0,1.0,United Airlines (UA),362.0,Colorado,Oregon,6.898714534329988,5.8916442118257715
2,1192.0,1.0,American Airlines (AA),214.0,Virginia,Texas,7.083387847625295,5.365976015021851
3,632.0,2.0,JetBlue Airways (B6),209.0,Massachusetts,Michigan,6.448889394146858,5.342334251964811
4,372.0,1.0,Southwest Airlines (WN),151.61,California,California,5.918893854273146,5.021311434093491
3,605.0,1.0,Southwest Airlines (WN),92.0,California,Washington,6.405228458030842,4.5217885770490405
1,1188.0,4.0,Southwest Airlines (WN),510.0,Florida,Rhode Island,7.080026499922591,6.234410725718371
3,2565.0,1.0,United Airlines (UA),384.96,California,New Jersey,7.84971375760487,5.953139432786314
1,937.0,2.0,Alaska Airlines (AS),366.0,Washington,California,6.842683282238422,5.902633333401366
1,594.0,1.0,Delta Air Lines (DL),338.0,Michigan,Georgia,6.386879319362645,5.823045895483019
1,353.0,1.0,JetBlue Airways (B6),53.5,California,California,5.8664680569332965,3.979681653901961
1,1246.0,1.0,Southwest Airlines (WN),157.25,Texas,Maryland,7.1276936993473985,5.05783689558055
4,1362.0,1.0,United Airlines (UA),411.0,Virginia,Texas,7.216709486709457,6.018593214496234
1,1609.0,1.0,Southwest Airlines (WN),212.0,Texas,Massachusetts,7.3833681469923835,5.356586274672012
4,2486.0,1.0,Alaska Airlines (AS),292.5,Hawaii,California,7.818430272070656,5.678464666671911
3,1359.0,1.0,Frontier Airlines (F9),131.0,Colorado,New York,7.214504414151143,4.875197323201151
3,1004.0,1.0,Southwest Airlines (WN),399.0,Texas,Wisconsin,6.911747300251674,5.988961416889864
4,1259.0,4.0,Southwest Airlines (WN),567.0,Illinois,Utah,7.138073034044347,6.340359303727752
4,2454.0,1.0,United Airlines (UA),386.5,California,New Jersey,7.805474625270857,5.957131868027477
3,2052.0,6.0,United Airlines (UA),587.0,California,Ohio,7.62657020629066,6.375024819828097
4,453.0,4.0,Delta Air Lines (DL),335.0,Michigan,Pennsylvania,6.115892125483034,5.814130531825066
1,2075.0,4.0,American Airlines (AA),373.5,Arizona,Pennsylvania,7.637716432664798,5.922918004572872
2,1175.0,1.0,Delta Air Lines (DL),326.0,Minnesota,Washington,7.069023426578259,5.786897381366708
2,1066.0,1.0,Southwest Airlines (WN),245.0,Wisconsin,Florida,6.97166860472579,5.501258210544727
4,636.0,12.0,JetBlue Airways (B6),112.0,South Carolina,New York,6.455198563340122,4.718498871295094
3,2521.0,1.0,United Airlines (UA),500.5,California,Pennsylvania,7.83241092718792,6.215607598755275
1,640.0,1.0,Delta Air Lines (DL),162.5,Georgia,Michigan,6.461468176353717,5.090678001769792
2,401.0,1.0,Southwest Airlines (WN),111.5,Tennessee,Florida,5.993961427306569,4.7140245909001735
4,867.0,2.0,United Airlines (UA),299.0,Illinois,Massachusetts,6.7650389767805414,5.700443573390687
2,978.0,1.0,Alaska Airlines (AS),75.93,Washington,California,6.885509670034818,4.329811863225142
2,2218.0,2.0,American Airlines (AA),594.0,Florida,California,7.704361167910313,6.386879319362645
3,2404.0,1.0,Alaska Airlines (AS),403.0,Hawaii,California,7.784889295655098,5.998936561946683
3,1119.0,1.0,Spirit Airlines (NK),186.0,Florida,Texas,7.020190708311925,5.225746673713202
2,468.0,4.0,Frontier Airlines (F9),60.5,Florida,North Carolina,6.148468295917647,4.102643365036796
3,308.0,2.0,Southwest Airlines (WN),112.5,California,California,5.730099782973574,4.722953221644475
1,813.0,1.0,Delta Air Lines (DL),394.0,Texas,Georgia,6.70073110954781,5.976350909297934
3,861.0,1.0,Spirit Airlines (NK),86.5,Florida,Ohio,6.7580945044277305,4.460144413937834
2,337.0,1.0,Southwest Airlines (WN),187.5,Maryland,Ohio,5.820082930352362,5.233778845410465
3,759.0,8.0,JetBlue Airways (B6),131.0,Virginia,Florida,6.63200177739563,4.875197323201151
3,867.0,4.0,United Airlines (UA),256.5,Massachusetts,Illinois,6.7650389767805414,5.547128664610824
3,1050.0,1.0,Southwest Airlines (WN),111.5,California,Washington,6.956545443151569,4.7140245909001735
1,929.0,2.0,American Airlines (AA),468.5,Texas,Florida,6.834108738813838,6.149536101678477
4,2218.0,3.0,Delta Air Lines (DL),189.5,Florida,California,7.704361167910313,5.244389024522481
3,895.0,2.0,Southwest Airlines (WN),238.0,Colorado,Illinois,6.796823718274855,5.472270673671475
4,2425.0,1.0,United Airlines (UA),150.5,California,New Jersey,7.793586803371584,5.01396308418893
3,1694.0,1.0,Southwest Airlines (WN),146.5,Wisconsin,Washington,7.434847875211999,4.987025428457122
1,852.0,4.0,Spirit Airlines (NK),198.0,Minnesota,Texas,6.747586526829315,5.288267030694535
4,1703.0,1.0,Spirit Airlines (NK),60.0,Colorado,Florida,7.440146680662688,4.0943445622221
2,1310.0,3.0,Sun Country Airlines (SY),136.0,Texas,Minnesota,7.177782416195197,4.912654885736052
3,2311.0,5.0,Southwest Airlines (WN),261.0,California,Virginia,7.745435610274381,5.564520407322694
2,1155.0,1.0,Southwest Airlines (WN),237.0,Florida,Missouri,7.051855622955894,5.4680601411351315
3,838.0,1.0,Southwest Airlines (WN),88.0,California,Oregon,6.731018100482083,4.477336814478207
2,1299.0,16.0,Allegiant Air (G4),91.0,Florida,Maine,7.1693500166706,4.51085950651685
2,1829.0,1.0,United Airlines (UA),836.0,Illinois,California,7.511524648390866,6.728628613084702
4,1175.0,1.0,Allegiant Air (G4),146.0,Florida,New York,7.069023426578259,4.983606621708336
2,1182.0,2.0,United Airlines (UA),297.0,Florida,Illinois,7.074963197966044,5.6937321388027
2,550.0,5.0,United Airlines (UA),94.0,Oregon,California,6.309918278226516,4.543294782270004
4,302.0,1.0,Southwest Airlines (WN),97.0,Louisiana,Texas,5.71042701737487,4.574710978503383
3,511.0,1.0,American Airlines (AA),318.5,North Carolina,Tennessee,6.236369590203704,5.763622475012218
1,1651.0,1.0,American Airlines (AA),403.5,California,Illinois,7.409136443920128,6.000176487710004
3,289.0,1.0,Southwest Airlines (WN),212.0,Maryland,New York,5.666426688112432,5.356586274672012
1,2446.0,1.0,JetBlue Airways (B6),260.5,New York,California,7.802209316247118,5.5626028611934215
4,1587.0,2.0,Southwest Airlines (WN),411.5,Georgia,Arizona,7.369600720526409,6.019809020117124
4,872.0,4.0,Southwest Airlines (WN),172.0,Missouri,New Jersey,6.77078942390898,5.147494476813453
4,268.0,19.0,American Airlines (AA),144.0,Pennsylvania,Pennsylvania,5.5909869805108565,4.969813299576001
2,590.0,2.0,Southwest Airlines (WN),121.0,California,Utah,6.380122536899765,4.795790545596741
3,1056.0,1.0,JetBlue Airways (B6),273.5,New York,Florida,6.962243464266207,5.611301621862036
4,306.0,1.0,Delta Air Lines (DL),216.5,North Carolina,Georgia,5.723585101952381,5.377590547442544
1,2576.0,7.0,JetBlue Airways (B6),448.0,California,New York,7.853993087224244,6.104793232414985
4,621.0,1.0,Southwest Airlines (WN),217.5,Arizona,California,6.431331081933479,5.382198850528739
1,802.0,1.0,Southwest Airlines (WN),119.84,Florida,Ohio,6.687108607866515,4.786157519768909
1,1190.0,2.0,United Airlines (UA),242.0,Virginia,Texas,7.081708586105575,5.488937726156687
4,1557.0,2.0,Southwest Airlines (WN),169.5,Missouri,California,7.350516171833998,5.1328529268205045
2,689.0,3.0,Delta Air Lines (DL),146.0,Washington,Utah,6.535241271013659,4.983606621708336
2,936.0,1.0,Delta Air Lines (DL),234.0,Minnesota,Maryland,6.841615476477592,5.455321115357702
4,529.0,1.0,Spirit Airlines (NK),73.0,Florida,South Carolina,6.270988431858299,4.290459441148391
4,1182.0,1.0,Delta Air Lines (DL),610.0,Louisiana,New York,7.074963197966044,6.413458957167357
3,1121.0,1.0,Delta Air Lines (DL),433.0,Massachusetts,Florida,7.02197642307216,6.07073772800249
1,2701.0,2.0,Alaska Airlines (AS),335.5,Hawaii,Washington,7.901377353792616,5.815621956411737
3,1953.0,1.0,Alaska Airlines (AS),194.0,Michigan,Oregon,7.577121930876679,5.267858159063328
1,1590.0,1.0,Delta Air Lines (DL),208.0,Georgia,Utah,7.371489295214277,5.337538079701318
2,372.0,1.0,Southwest Airlines (WN),52.5,California,California,5.918893854273146,3.960813169597578
4,1660.0,14.0,American Airlines (AA),163.0,Washington,Texas,7.414572881350589,5.093750200806762
3,2625.0,1.0,United Airlines (UA),725.0,Connecticut,California,7.872836175025724,6.586171654854675
1,837.0,2.0,Southwest Airlines (WN),201.5,Florida,Indiana,6.729824070489475,5.305789381386738
